END_DATE,MAX_DAILY_TEMP,HEAT_ED_VISIT_COUNT
5/24/2018,86,5
5/25/2018,89,0
5/26/2018,92,13
5/27/2018,83,0
5/28/2018,70,0
5/29/2018,88,5
5/30/2018,78,0
5/31/2018,70,0
6/1/2018,84,0
6/2/2018,90,6
6/3/2018,77,0
6/4/2018,72,0
6/5/2018,77,0
6/6/2018,72,0
6/7/2018,71,0
6/8/2018,83,0
6/9/2018,81,0
6/10/2018,75,0
6/11/2018,73,0
6/12/2018,75,0
6/13/2018,82,0
6/14/2018,86,7
6/15/2018,81,0
6/16/2018,86,0
6/17/2018,91,7
6/18/2018,96,19
6/19/2018,91,9
6/20/2018,85,0
6/21/2018,86,5
6/22/2018,83,0
6/23/2018,70,0
6/24/2018,88,0
6/25/2018,88,0
6/26/2018,79,0
6/27/2018,75,0
6/28/2018,89,0
6/29/2018,92,13
6/30/2018,96,25
7/1/2018,100,54
7/2/2018,99,45
7/3/2018,103,48
7/4/2018,96,22
7/5/2018,95,20
7/6/2018,87,5
7/7/2018,81,0
7/8/2018,84,0
7/9/2018,90,7
7/10/2018,97,16
7/11/2018,87,13
7/12/2018,85,5
7/13/2018,86,0
7/14/2018,91,10
7/15/2018,89,6
7/16/2018,98,12
7/17/2018,96,9
7/18/2018,85,6
7/19/2018,83,5
7/20/2018,84,7
7/21/2018,79,0
7/22/2018,87,0
7/23/2018,92,0
7/24/2018,92,0
7/25/2018,84,0
7/26/2018,91,5
7/27/2018,95,0
7/28/2018,90,5
7/29/2018,84,0
7/30/2018,82,0
7/31/2018,83,0
8/1/2018,97,7
8/2/2018,95,11
8/3/2018,95,0
8/4/2018,92,0
8/5/2018,94,10
8/6/2018,101,21
8/7/2018,98,18
8/8/2018,98,15
8/9/2018,91,5
8/10/2018,91,10
8/11/2018,86,0
8/12/2018,87,6
8/13/2018,78,0
8/14/2018,88,0
8/15/2018,91,6
8/16/2018,93,8
8/17/2018,95,10
8/18/2018,93,0
8/19/2018,76,0
8/20/2018,77,0
8/21/2018,81,0
8/22/2018,87,0
8/23/2018,82,0
8/24/2018,85,0
8/25/2018,81,0
8/26/2018,87,0
8/27/2018,94,8
8/28/2018,102,26
8/29/2018,102,26
8/30/2018,94,22
8/31/2018,87,0
9/1/2018,79,0
9/2/2018,84,0
9/3/2018,100,16
9/4/2018,96,14
9/5/2018,95,19
9/6/2018,103,29
9/7/2018,78,0
9/8/2018,73,0
9/9/2018,66,0
9/10/2018,67,0
9/11/2018,75,0
9/12/2018,78,0
9/13/2018,78,0
9/14/2018,77,0
9/15/2018,83,0
9/16/2018,86,6
9/17/2018,79,0
9/18/2018,90,0
9/19/2018,84,0
9/20/2018,74,0
9/21/2018,74,0
9/22/2018,76,0
9/23/2018,68,0
9/24/2018,72,0
9/25/2018,78,0
9/26/2018,88,0
9/27/2018,79,0
9/28/2018,72,0
9/29/2018,75,0
9/30/2018,73,0
5/1/2019,55,0
5/2/2019,71,0
5/3/2019,58,0
5/4/2019,68,0
5/5/2019,57,0
5/6/2019,67,0
5/7/2019,65,0
5/8/2019,68,0
5/9/2019,61,0
5/10/2019,73,0
5/11/2019,73,0
5/12/2019,67,0
5/13/2019,50,0
5/14/2019,52,0
5/15/2019,69,0
5/16/2019,73,0
5/17/2019,78,0
5/18/2019,75,0
5/19/2019,76,0
5/20/2019,89,0
5/21/2019,84,0
5/22/2019,76,0
5/23/2019,75,0
5/24/2019,74,0
5/25/2019,70,0
5/26/2019,89,5
5/27/2019,81,0
5/28/2019,78,0
5/29/2019,70,0
5/30/2019,68,0
5/31/2019,81,0
6/1/2019,80,0
6/2/2019,83,0
6/3/2019,78,0
6/4/2019,73,0
6/5/2019,82,0
6/6/2019,83,0
6/7/2019,81,0
6/8/2019,80,0
6/9/2019,78,0
6/10/2019,72,0
6/11/2019,77,0
6/12/2019,74,0
6/13/2019,69,0
6/14/2019,76,0
6/15/2019,84,0
6/16/2019,83,0
6/17/2019,76,0
6/18/2019,75,0
6/19/2019,72,0
6/20/2019,78,0
6/21/2019,78,0
6/22/2019,80,0
6/23/2019,86,9
6/24/2019,86,5
6/25/2019,88,0
6/26/2019,90,10
6/27/2019,90,12
6/28/2019,93,13
6/29/2019,94,12
6/30/2019,85,15
7/1/2019,88,9
7/2/2019,89,5
7/3/2019,89,9
7/4/2019,93,9
7/5/2019,90,0
7/6/2019,95,8
7/7/2019,85,12
7/8/2019,82,0
7/9/2019,89,6
7/10/2019,91,12
7/11/2019,88,0
7/12/2019,89,8
7/13/2019,89,9
7/14/2019,92,16
7/15/2019,89,6
7/16/2019,94,5
7/17/2019,102,29
7/18/2019,89,11
7/19/2019,102,43
7/20/2019,104,104
7/21/2019,107,111
7/22/2019,94,49
7/23/2019,77,8
7/24/2019,85,7
7/25/2019,86,0
7/26/2019,88,6
7/27/2019,87,0
7/28/2019,93,13
7/29/2019,95,16
7/30/2019,98,24
7/31/2019,92,11
8/1/2019,88,5
8/2/2019,88,5
8/3/2019,89,8
8/4/2019,88,6
8/5/2019,83,0
8/6/2019,85,0
8/7/2019,89,0
8/8/2019,92,0
8/9/2019,87,0
8/10/2019,84,0
8/11/2019,83,0
8/12/2019,89,0
8/13/2019,83,0
8/14/2019,85,0
8/15/2019,85,5
8/16/2019,83,0
8/17/2019,90,0
8/18/2019,98,12
8/19/2019,97,13
8/20/2019,89,0
8/21/2019,94,0
8/22/2019,93,0
8/23/2019,83,0
8/24/2019,77,0
8/25/2019,77,0
8/26/2019,74,0
8/27/2019,76,0
8/28/2019,76,0
8/29/2019,84,0
8/30/2019,89,0
8/31/2019,84,0
9/1/2019,78,0
9/2/2019,79,0
9/3/2019,82,0
9/4/2019,92,0
9/5/2019,85,0
9/6/2019,72,0
9/7/2019,77,0
9/8/2019,79,0
9/9/2019,77,0
9/10/2019,78,0
9/11/2019,94,0
9/12/2019,87,0
9/13/2019,73,0
9/14/2019,78,0
9/15/2019,85,0
9/16/2019,79,0
9/17/2019,79,0
9/18/2019,73,0
9/19/2019,71,0
9/20/2019,79,0
9/21/2019,86,0
9/22/2019,86,0
9/23/2019,91,0
9/24/2019,86,0
9/25/2019,79,0
9/26/2019,84,0
9/27/2019,78,0
9/28/2019,82,0
9/29/2019,79,0
9/30/2019,73,0
5/1/2020,66,1
5/2/2020,73,1
5/3/2020,81,0
5/4/2020,78,1
5/5/2020,64,0
5/6/2020,61,0
5/7/2020,67,0
5/8/2020,64,0
5/9/2020,49,0
5/10/2020,65,0
5/11/2020,63,0
5/12/2020,60,0
5/13/2020,64,0
5/14/2020,65,1
5/15/2020,86,2
5/16/2020,82,2
5/17/2020,70,0
5/18/2020,67,2
5/19/2020,69,0
5/20/2020,65,0
5/21/2020,67,0
5/22/2020,77,0
5/23/2020,67,1
5/24/2020,69,1
5/25/2020,67,0
5/26/2020,77,0
5/27/2020,78,0
5/28/2020,76,0
5/29/2020,83,1
5/30/2020,84,1
5/31/2020,81,1
6/1/2020,72,0
6/2/2020,76,1
6/3/2020,83,0
6/4/2020,88,2
6/5/2020,84,0
6/6/2020,90,4
6/7/2020,83,0
6/8/2020,81,1
6/9/2020,91,2
6/10/2020,88,3
6/11/2020,83,2
6/12/2020,88,2
6/13/2020,82,2
6/14/2020,75,1
6/15/2020,77,0
6/16/2020,80,0
6/17/2020,79,2
6/18/2020,78,0
6/19/2020,86,2
6/20/2020,88,3
6/21/2020,89,5
6/22/2020,93,7
6/23/2020,88,8
6/24/2020,89,3
6/25/2020,89,3
6/26/2020,90,2
6/27/2020,86,4
6/28/2020,93,5
6/29/2020,89,4
6/30/2020,81,1
7/1/2020,84,1
7/2/2020,95,6
7/3/2020,94,4
7/4/2020,88,6
7/5/2020,96,10
7/6/2020,96,3
7/7/2020,84,4
7/8/2020,93,5
7/9/2020,92,8
7/10/2020,83,2
7/11/2020,92,2
7/12/2020,93,8
7/13/2020,91,5
7/14/2020,89,6
7/15/2020,85,1
7/16/2020,80,0
7/17/2020,91,4
7/18/2020,95,14
7/19/2020,99,17
7/20/2020,99,18
7/21/2020,95,24
7/22/2020,100,22
7/23/2020,97,9
7/24/2020,88,5
7/25/2020,92,6
7/26/2020,95,16
7/27/2020,97,18
7/28/2020,97,20
7/29/2020,95,15
7/30/2020,96,11
7/31/2020,85,5
8/1/2020,90,2
8/2/2020,99,12
8/3/2020,93,9
8/4/2020,89,1
8/5/2020,90,6
8/6/2020,85,0
8/7/2020,80,1
8/8/2020,87,1
8/9/2020,92,0
8/10/2020,97,8
8/11/2020,95,7
8/12/2020,97,11
8/13/2020,85,1
8/14/2020,88,1
8/15/2020,85,2
8/16/2020,77,0
8/17/2020,83,1
8/18/2020,86,0
8/19/2020,81,1
8/20/2020,83,1
8/21/2020,88,2
8/22/2020,92,3
8/23/2020,89,3
8/24/2020,94,5
8/25/2020,94,3
8/26/2020,81,0
8/27/2020,97,4
8/28/2020,89,1
8/29/2020,88,0
8/30/2020,81,0
8/31/2020,77,0
9/1/2020,81,0
9/2/2020,85,1
9/3/2020,89,2
9/4/2020,87,1
9/5/2020,82,0
9/6/2020,85,1
9/7/2020,81,2
9/8/2020,85,0
9/9/2020,82,0
9/10/2020,90,1
9/11/2020,80,0
9/12/2020,73,0
9/13/2020,77,0
9/14/2020,77,1
9/15/2020,71,0
9/16/2020,73,0
9/17/2020,77,0
9/18/2020,73,0
9/19/2020,66,1
9/20/2020,64,1
9/21/2020,66,1
9/22/2020,74,1
9/23/2020,81,0
9/24/2020,78,1
9/25/2020,80,0
9/26/2020,77,1
9/27/2020,78,0
9/28/2020,79,2
9/29/2020,74,1
9/30/2020,73,0
