report_id	indicator_id	data_field_name	end_date	time_type	time	geo_entity_id	geo_join_id	geo_type	neighborhood	data_value	note
82	1058	nabSafeP	12/31/2015	year	2015	304	304	UHF42	Upper West Side	92.1	
82	1058	nabSafeP	12/31/2015	year	2015	206	206	UHF42	Borough Park	92.2	
82	1058	nabSafeP	12/31/2015	year	2015	401	401	UHF42	Long Island City - Astoria	92.3	
82	1058	nabSafeP	12/31/2015	year	2015	208	208	UHF42	Canarsie - Flatlands	92.4	
82	1058	nabSafeP	12/31/2015	year	2015	5	5	Borough	Staten Island	93.3	
82	1058	nabSafeP	12/31/2015	year	2015	406	406	UHF42	Fresh Meadows	94.6	
82	1058	nabSafeP	12/31/2015	year	2015	409	409	UHF42	Southeast Queens	96.1	
82	1058	nabSafeP	12/31/2015	year	2015	101	101	UHF42	Kingsbridge - Riverdale	96.2	
82	1058	nabSafeP	12/31/2015	year	2015	209	208	UHF42	Bensonhurst - Bay Ridge	96.8	
82	1058	nabSafeP	12/31/2015	year	2015	504	504	UHF42	South Beach - Tottenville	97.8	
82	1058	nabSafeP	12/31/2015	year	2015	404	404	UHF42	Bayside - Little Neck	98.3	
82	1058	nabSafeP	12/31/2015	year	2015	305	305	UHF42	Upper East Side	98.3	
82	1058	nabSafeP	12/31/2015	year	2015	306	306	UHF42	Chelsea - Clinton	98.6	
82	1058	nabSafeP	12/31/2015	year	2015	308	308	UHF42	Greenwich Village - SoHo	99.2	
82	1058	nabSafeP	12/31/2015	year	2015	310	310	UHF42	Lower Manhattan	99.6	
82	1058	nabSafeP	12/31/2015	year	2015	503	503	UHF42	Willowbrook	99.9	
82	1058	nabSafeP	12/31/2016	year	2016	107	107	UHF42	Hunts Point - Mott Haven	56.6	Estimate is based on small numbers so should be interpreted with caution.
82	1058	nabSafeP	12/31/2016	year	2016	106	106	UHF42	High Bridge - Morrisania	61.1	Estimate is based on small numbers so should be interpreted with caution.
82	1058	nabSafeP	12/31/2016	year	2016	105	105	UHF42	Crotona -Tremont	63.6	
82	1058	nabSafeP	12/31/2016	year	2016	103	103	UHF42	Fordham - Bronx Pk	71.5	
82	1058	nabSafeP	12/31/2016	year	2016	1	1	Borough	Bronx	72.9	
82	1058	nabSafeP	12/31/2016	year	2016	303	303	UHF42	East Harlem	75.9	
82	1058	nabSafeP	12/31/2016	year	2016	104	104	UHF42	Pelham - Throgs Neck	76.1	
82	1058	nabSafeP	12/31/2016	year	2016	205	205	UHF42	Sunset Park	76.6	
82	1058	nabSafeP	12/31/2016	year	2016	302	302	UHF42	Central Harlem - Morningside Heights	77.8	
82	1058	nabSafeP	12/31/2016	year	2016	203	203	UHF42	Bedford Stuyvesant - Crown Heights	78.1	
82	1058	nabSafeP	12/31/2016	year	2016	410	410	UHF42	Rockaways	79	
82	1058	nabSafeP	12/31/2016	year	2016	211	211	UHF42	Williamsburg - Bushwick	80	
82	1058	nabSafeP	12/31/2016	year	2016	501	501	UHF42	Port Richmond	80.1	Estimate is based on small numbers so should be interpreted with caution.
82	1058	nabSafeP	12/31/2016	year	2016	310	310	UHF42	Lower Manhattan	81.6	Estimate is based on small numbers so should be interpreted with caution.
82	1058	nabSafeP	12/31/2016	year	2016	402	402	UHF42	West Queens	81.7	
82	1058	nabSafeP	12/31/2016	year	2016	207	207	UHF42	East Flatbush - Flatbush	81.9	
82	1058	nabSafeP	12/31/2016	year	2016	301	301	UHF42	Washington Heights	82.1	
82	1058	nabSafeP	12/31/2016	year	2016	204	204	UHF42	East New York	82.6	
82	1058	nabSafeP	12/31/2016	year	2016	502	502	UHF42	Stapleton - St. George	83.7	Estimate is based on small numbers so should be interpreted with caution.
82	1058	nabSafeP	12/31/2016	year	2016	1	1	Citywide	New York City	85.5	
82	1058	nabSafeP	12/31/2016	year	2016	2	2	Borough	Brooklyn	85.5	
82	1058	nabSafeP	12/31/2016	year	2016	210	210	UHF42	Coney Island - Sheepshead Bay	86.1	
82	1058	nabSafeP	12/31/2016	year	2016	409	409	UHF42	Southeast Queens	86.6	Estimate is based on small numbers so should be interpreted with caution.
82	1058	nabSafeP	12/31/2016	year	2016	208	208	UHF42	Canarsie - Flatlands	87.7	
82	1058	nabSafeP	12/31/2016	year	2016	309	309	UHF42	Union Square - Lower East Side	88	
82	1058	nabSafeP	12/31/2016	year	2016	407	407	UHF42	Southwest Queens	88.4	
82	1058	nabSafeP	12/31/2016	year	2016	4	4	Borough	Queens	88.6	
82	1058	nabSafeP	12/31/2016	year	2016	401	401	UHF42	Long Island City - Astoria	89.5	
82	1058	nabSafeP	12/31/2016	year	2016	102	102	UHF42	Northeast Bronx	89.6	
82	1058	nabSafeP	12/31/2016	year	2016	3	3	Borough	Manhattan	89.8	
82	1058	nabSafeP	12/31/2016	year	2016	202	202	UHF42	Downtown - Heights - Slope	90.1	
82	1058	nabSafeP	12/31/2016	year	2016	5	5	Borough	Staten Island	90.5	
82	1058	nabSafeP	12/31/2016	year	2016	408	408	UHF42	Jamaica	90.7	
82	1058	nabSafeP	12/31/2016	year	2016	206	206	UHF42	Borough Park	90.8	
82	1058	nabSafeP	12/31/2016	year	2016	201	201	UHF42	Greenpoint	91.4	
82	1058	nabSafeP	12/31/2016	year	2016	307	307	UHF42	Gramercy Park - Murray Hill	93.1	
82	1058	nabSafeP	12/31/2016	year	2016	403	403	UHF42	Flushing - Clearview	93.3	
82	1058	nabSafeP	12/31/2016	year	2016	406	406	UHF42	Fresh Meadows	93.9	
82	1058	nabSafeP	12/31/2016	year	2016	101	101	UHF42	Kingsbridge - Riverdale	94.8	
82	1058	nabSafeP	12/31/2016	year	2016	503	503	UHF42	Willowbrook	95.2	
82	1058	nabSafeP	12/31/2016	year	2016	405	405	UHF42	Ridgewood - Forest Hills	95.5	
82	1058	nabSafeP	12/31/2016	year	2016	209	208	UHF42	Bensonhurst - Bay Ridge	95.5	
82	1058	nabSafeP	12/31/2016	year	2016	404	404	UHF42	Bayside - Little Neck	95.7	
82	1058	nabSafeP	12/31/2016	year	2016	504	504	UHF42	South Beach - Tottenville	96.2	
82	1058	nabSafeP	12/31/2016	year	2016	306	306	UHF42	Chelsea - Clinton	97	
82	1058	nabSafeP	12/31/2016	year	2016	304	304	UHF42	Upper West Side	97	
82	1058	nabSafeP	12/31/2016	year	2016	305	305	UHF42	Upper East Side	97.6	
82	1058	nabSafeP	12/31/2016	year	2016	308	308	UHF42	Greenwich Village - SoHo	98.2	
82	502	obesityP	12/31/2003	year	2003	305	305	UHF42	Upper East Side	36.5	
82	502	obesityP	12/31/2003	year	2003	307	307	UHF42	Gramercy Park - Murray Hill	36.5	
82	502	obesityP	12/31/2003	year	2003	306	306	UHF42	Chelsea - Clinton	37.6	
82	502	obesityP	12/31/2003	year	2003	308	308	UHF42	Greenwich Village - SoHo	37.6	
82	502	obesityP	12/31/2003	year	2003	304	304	UHF42	Upper West Side	39.6	
82	502	obesityP	12/31/2003	year	2003	404	404	UHF42	Bayside - Little Neck	42.2	
82	502	obesityP	12/31/2003	year	2003	406	406	UHF42	Fresh Meadows	42.2	
82	502	obesityP	12/31/2003	year	2003	309	309	UHF42	Union Square - Lower East Side	44.4	
82	502	obesityP	12/31/2003	year	2003	310	310	UHF42	Lower Manhattan	44.4	
82	502	obesityP	12/31/2003	year	2003	3	3	Borough	Manhattan	45.1	
82	502	obesityP	12/31/2003	year	2003	202	202	UHF42	Downtown - Heights - Slope	46.8	
82	502	obesityP	12/31/2003	year	2003	402	402	UHF42	West Queens	48.6	
82	502	obesityP	12/31/2003	year	2003	405	405	UHF42	Ridgewood - Forest Hills	48.9	
82	502	obesityP	12/31/2003	year	2003	209	208	UHF42	Bensonhurst - Bay Ridge	49.3	
82	502	obesityP	12/31/2003	year	2003	101	101	UHF42	Kingsbridge - Riverdale	49.7	
82	502	obesityP	12/31/2003	year	2003	403	403	UHF42	Flushing - Clearview	49.7	
82	502	obesityP	12/31/2003	year	2003	210	210	UHF42	Coney Island - Sheepshead Bay	51	
82	502	obesityP	12/31/2003	year	2003	201	201	UHF42	Greenpoint	51.8	
82	502	obesityP	12/31/2003	year	2003	503	503	UHF42	Willowbrook	52.4	
82	502	obesityP	12/31/2003	year	2003	504	504	UHF42	South Beach - Tottenville	52.4	
82	502	obesityP	12/31/2003	year	2003	4	4	Borough	Queens	52.7	
82	502	obesityP	12/31/2003	year	2003	5	5	Borough	Staten Island	53.1	
82	502	obesityP	12/31/2003	year	2003	1	1	Citywide	New York City	53.9	
82	502	obesityP	12/31/2003	year	2003	502	502	UHF42	Stapleton - St. George	54.2	
82	502	obesityP	12/31/2003	year	2003	501	501	UHF42	Port Richmond	54.2	
82	502	obesityP	12/31/2003	year	2003	401	401	UHF42	Long Island City - Astoria	54.2	
82	502	obesityP	12/31/2003	year	2003	407	407	UHF42	Southwest Queens	56.3	
82	502	obesityP	12/31/2003	year	2003	301	301	UHF42	Washington Heights	56.4	
82	502	obesityP	12/31/2003	year	2003	208	208	UHF42	Canarsie - Flatlands	56.8	
82	502	obesityP	12/31/2003	year	2003	2	2	Borough	Brooklyn	57.1	
82	502	obesityP	12/31/2003	year	2003	206	206	UHF42	Borough Park	59	
82	502	obesityP	12/31/2003	year	2003	302	302	UHF42	Central Harlem - Morningside Heights	59	
82	502	obesityP	12/31/2003	year	2003	205	205	UHF42	Sunset Park	59.1	
82	502	obesityP	12/31/2003	year	2003	408	408	UHF42	Jamaica	59.3	
82	502	obesityP	12/31/2003	year	2003	409	409	UHF42	Southeast Queens	60	
82	502	obesityP	12/31/2003	year	2003	211	211	UHF42	Williamsburg - Bushwick	61	
82	502	obesityP	12/31/2003	year	2003	104	104	UHF42	Pelham - Throgs Neck	61.4	
82	502	obesityP	12/31/2003	year	2003	207	207	UHF42	East Flatbush - Flatbush	62.1	
82	502	obesityP	12/31/2003	year	2003	103	103	UHF42	Fordham - Bronx Pk	62.3	
82	502	obesityP	12/31/2003	year	2003	102	102	UHF42	Northeast Bronx	62.9	
82	502	obesityP	12/31/2003	year	2003	1	1	Borough	Bronx	62.9	
82	502	obesityP	12/31/2003	year	2003	303	303	UHF42	East Harlem	63.4	
82	502	obesityP	12/31/2003	year	2003	410	410	UHF42	Rockaways	64	
82	502	obesityP	12/31/2003	year	2003	203	203	UHF42	Bedford Stuyvesant - Crown Heights	64.3	
82	502	obesityP	12/31/2003	year	2003	204	204	UHF42	East New York	66.1	
82	502	obesityP	12/31/2003	year	2003	106	106	UHF42	High Bridge - Morrisania	67.1	
82	502	obesityP	12/31/2003	year	2003	107	107	UHF42	Hunts Point - Mott Haven	67.1	
82	502	obesityP	12/31/2003	year	2003	105	105	UHF42	Crotona -Tremont	67.1	
82	502	obesityP	12/31/2004	year	2004	304	304	UHF42	Upper West Side	37.5	
82	502	obesityP	12/31/2004	year	2004	305	305	UHF42	Upper East Side	38.3	
82	502	obesityP	12/31/2004	year	2004	307	307	UHF42	Gramercy Park - Murray Hill	38.3	
82	502	obesityP	12/31/2004	year	2004	310	310	UHF42	Lower Manhattan	40.1	
82	502	obesityP	12/31/2004	year	2004	309	309	UHF42	Union Square - Lower East Side	40.1	
82	502	obesityP	12/31/2004	year	2004	308	308	UHF42	Greenwich Village - SoHo	41.9	
82	502	obesityP	12/31/2004	year	2004	306	306	UHF42	Chelsea - Clinton	41.9	
82	502	obesityP	12/31/2004	year	2004	3	3	Borough	Manhattan	45.5	
82	502	obesityP	12/31/2004	year	2004	201	201	UHF42	Greenpoint	46.8	
82	502	obesityP	12/31/2004	year	2004	403	403	UHF42	Flushing - Clearview	48.5	
82	502	obesityP	12/31/2004	year	2004	202	202	UHF42	Downtown - Heights - Slope	49.8	
82	502	obesityP	12/31/2004	year	2004	205	205	UHF42	Sunset Park	50	
82	502	obesityP	12/31/2004	year	2004	407	407	UHF42	Southwest Queens	50	
82	502	obesityP	12/31/2004	year	2004	206	206	UHF42	Borough Park	53.2	
82	502	obesityP	12/31/2004	year	2004	401	401	UHF42	Long Island City - Astoria	53.6	
82	502	obesityP	12/31/2004	year	2004	404	404	UHF42	Bayside - Little Neck	54.2	
82	502	obesityP	12/31/2004	year	2004	406	406	UHF42	Fresh Meadows	54.2	
82	502	obesityP	12/31/2004	year	2004	402	402	UHF42	West Queens	54.4	
82	502	obesityP	12/31/2004	year	2004	210	210	UHF42	Coney Island - Sheepshead Bay	54.6	
82	502	obesityP	12/31/2004	year	2004	4	4	Borough	Queens	55.3	
82	502	obesityP	12/31/2004	year	2004	1	1	Citywide	New York City	55.7	
82	502	obesityP	12/31/2004	year	2004	405	405	UHF42	Ridgewood - Forest Hills	55.7	
82	502	obesityP	12/31/2004	year	2004	101	101	UHF42	Kingsbridge - Riverdale	55.8	
82	502	obesityP	12/31/2004	year	2004	209	208	UHF42	Bensonhurst - Bay Ridge	56.3	
82	502	obesityP	12/31/2004	year	2004	2	2	Borough	Brooklyn	56.9	
82	502	obesityP	12/31/2004	year	2004	207	207	UHF42	East Flatbush - Flatbush	58	
82	502	obesityP	12/31/2004	year	2004	301	301	UHF42	Washington Heights	58.4	
82	502	obesityP	12/31/2004	year	2004	303	303	UHF42	East Harlem	59.1	
82	502	obesityP	12/31/2004	year	2004	409	409	UHF42	Southeast Queens	60.5	
82	502	obesityP	12/31/2004	year	2004	302	302	UHF42	Central Harlem - Morningside Heights	60.8	
82	502	obesityP	12/31/2004	year	2004	208	208	UHF42	Canarsie - Flatlands	61	
82	502	obesityP	12/31/2004	year	2004	203	203	UHF42	Bedford Stuyvesant - Crown Heights	61.4	
82	502	obesityP	12/31/2004	year	2004	103	103	UHF42	Fordham - Bronx Pk	61.4	
82	502	obesityP	12/31/2004	year	2004	408	408	UHF42	Jamaica	63	
82	502	obesityP	12/31/2004	year	2004	104	104	UHF42	Pelham - Throgs Neck	63.6	
82	502	obesityP	12/31/2004	year	2004	1	1	Borough	Bronx	64.2	
82	502	obesityP	12/31/2004	year	2004	410	410	UHF42	Rockaways	64.3	
82	502	obesityP	12/31/2004	year	2004	204	204	UHF42	East New York	65.4	
82	502	obesityP	12/31/2004	year	2004	501	501	UHF42	Port Richmond	65.5	
82	502	obesityP	12/31/2004	year	2004	502	502	UHF42	Stapleton - St. George	65.5	
82	502	obesityP	12/31/2004	year	2004	106	106	UHF42	High Bridge - Morrisania	65.6	
82	502	obesityP	12/31/2004	year	2004	105	105	UHF42	Crotona -Tremont	65.6	
82	502	obesityP	12/31/2004	year	2004	107	107	UHF42	Hunts Point - Mott Haven	65.6	
82	502	obesityP	12/31/2004	year	2004	5	5	Borough	Staten Island	66.7	
82	502	obesityP	12/31/2004	year	2004	503	503	UHF42	Willowbrook	67.5	
82	502	obesityP	12/31/2004	year	2004	504	504	UHF42	South Beach - Tottenville	67.5	
82	502	obesityP	12/31/2004	year	2004	211	211	UHF42	Williamsburg - Bushwick	67.7	
82	502	obesityP	12/31/2004	year	2004	102	102	UHF42	Northeast Bronx	69.5	
82	502	obesityP	12/31/2005	year	2005	307	307	UHF42	Gramercy Park - Murray Hill	30.8	
82	502	obesityP	12/31/2005	year	2005	305	305	UHF42	Upper East Side	30.8	
82	502	obesityP	12/31/2005	year	2005	306	306	UHF42	Chelsea - Clinton	32.7	
82	502	obesityP	12/31/2005	year	2005	308	308	UHF42	Greenwich Village - SoHo	32.7	
82	502	obesityP	12/31/2005	year	2005	304	304	UHF42	Upper West Side	37.4	
82	502	obesityP	12/31/2005	year	2005	309	309	UHF42	Union Square - Lower East Side	40.5	
82	502	obesityP	12/31/2005	year	2005	310	310	UHF42	Lower Manhattan	40.5	
82	502	obesityP	12/31/2005	year	2005	3	3	Borough	Manhattan	41.5	
82	502	obesityP	12/31/2005	year	2005	405	405	UHF42	Ridgewood - Forest Hills	46.8	
82	502	obesityP	12/31/2005	year	2005	403	403	UHF42	Flushing - Clearview	48.5	
82	502	obesityP	12/31/2005	year	2005	201	201	UHF42	Greenpoint	48.5	
82	502	obesityP	12/31/2005	year	2005	202	202	UHF42	Downtown - Heights - Slope	48.6	
82	502	obesityP	12/31/2005	year	2005	206	206	UHF42	Borough Park	51.7	
82	502	obesityP	12/31/2005	year	2005	503	503	UHF42	Willowbrook	52.4	
82	502	obesityP	12/31/2005	year	2005	504	504	UHF42	South Beach - Tottenville	52.4	
82	502	obesityP	12/31/2005	year	2005	402	402	UHF42	West Queens	52.5	
82	502	obesityP	12/31/2005	year	2005	209	208	UHF42	Bensonhurst - Bay Ridge	54.3	
82	502	obesityP	12/31/2005	year	2005	1	1	Citywide	New York City	54.5	
82	502	obesityP	12/31/2005	year	2005	404	404	UHF42	Bayside - Little Neck	54.5	
82	502	obesityP	12/31/2005	year	2005	406	406	UHF42	Fresh Meadows	54.5	
82	502	obesityP	12/31/2005	year	2005	4	4	Borough	Queens	54.6	
82	502	obesityP	12/31/2005	year	2005	401	401	UHF42	Long Island City - Astoria	54.7	
82	502	obesityP	12/31/2005	year	2005	101	101	UHF42	Kingsbridge - Riverdale	54.8	
82	502	obesityP	12/31/2005	year	2005	5	5	Borough	Staten Island	55.6	
82	502	obesityP	12/31/2005	year	2005	302	302	UHF42	Central Harlem - Morningside Heights	56.3	
82	502	obesityP	12/31/2005	year	2005	301	301	UHF42	Washington Heights	56.3	
82	502	obesityP	12/31/2005	year	2005	210	210	UHF42	Coney Island - Sheepshead Bay	57.4	
82	502	obesityP	12/31/2005	year	2005	409	409	UHF42	Southeast Queens	58.1	
82	502	obesityP	12/31/2005	year	2005	2	2	Borough	Brooklyn	58.4	
82	502	obesityP	12/31/2005	year	2005	407	407	UHF42	Southwest Queens	59.9	
82	502	obesityP	12/31/2005	year	2005	501	501	UHF42	Port Richmond	60.3	
82	502	obesityP	12/31/2005	year	2005	502	502	UHF42	Stapleton - St. George	60.3	
82	502	obesityP	12/31/2005	year	2005	303	303	UHF42	East Harlem	60.6	
82	502	obesityP	12/31/2005	year	2005	410	410	UHF42	Rockaways	60.9	
82	502	obesityP	12/31/2005	year	2005	408	408	UHF42	Jamaica	62.1	
82	502	obesityP	12/31/2005	year	2005	207	207	UHF42	East Flatbush - Flatbush	62.4	
82	502	obesityP	12/31/2005	year	2005	208	208	UHF42	Canarsie - Flatlands	62.7	
82	502	obesityP	12/31/2005	year	2005	211	211	UHF42	Williamsburg - Bushwick	63.3	
82	502	obesityP	12/31/2005	year	2005	102	102	UHF42	Northeast Bronx	63.4	
82	502	obesityP	12/31/2005	year	2005	103	103	UHF42	Fordham - Bronx Pk	64	
82	502	obesityP	12/31/2005	year	2005	204	204	UHF42	East New York	64	
82	502	obesityP	12/31/2005	year	2005	1	1	Borough	Bronx	64.1	
82	502	obesityP	12/31/2005	year	2005	104	104	UHF42	Pelham - Throgs Neck	64.5	
82	502	obesityP	12/31/2005	year	2005	203	203	UHF42	Bedford Stuyvesant - Crown Heights	64.9	
82	502	obesityP	12/31/2005	year	2005	107	107	UHF42	Hunts Point - Mott Haven	66.2	
82	502	obesityP	12/31/2005	year	2005	105	105	UHF42	Crotona -Tremont	66.2	
82	502	obesityP	12/31/2005	year	2005	106	106	UHF42	High Bridge - Morrisania	66.2	
82	502	obesityP	12/31/2005	year	2005	205	205	UHF42	Sunset Park	67.4	
82	502	obesityP	12/31/2006	year	2006	306	306	UHF42	Chelsea - Clinton	35.7	
82	502	obesityP	12/31/2006	year	2006	308	308	UHF42	Greenwich Village - SoHo	35.7	
82	502	obesityP	12/31/2006	year	2006	307	307	UHF42	Gramercy Park - Murray Hill	37.8	
82	502	obesityP	12/31/2006	year	2006	305	305	UHF42	Upper East Side	37.8	
82	502	obesityP	12/31/2006	year	2006	304	304	UHF42	Upper West Side	37.9	
82	502	obesityP	12/31/2006	year	2006	309	309	UHF42	Union Square - Lower East Side	39.6	
82	502	obesityP	12/31/2006	year	2006	310	310	UHF42	Lower Manhattan	39.6	
82	502	obesityP	12/31/2006	year	2006	3	3	Borough	Manhattan	44.9	
82	502	obesityP	12/31/2006	year	2006	402	402	UHF42	West Queens	45.9	
82	502	obesityP	12/31/2006	year	2006	403	403	UHF42	Flushing - Clearview	47.3	
82	502	obesityP	12/31/2006	year	2006	202	202	UHF42	Downtown - Heights - Slope	48.4	
82	502	obesityP	12/31/2006	year	2006	209	208	UHF42	Bensonhurst - Bay Ridge	49.4	
82	502	obesityP	12/31/2006	year	2006	206	206	UHF42	Borough Park	50.5	
